SEQ='B '     NUCCHG=10                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  24217863.3   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             1.63E-21  2.29E-18  1.43E-17  2.13E-17  1.28E-17  6.01E-18  2.45E-18  6.77E-19  2.46E-19
   517       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.66E-38  1.01E-25
             6.15E-20  8.58E-17  5.36E-16  7.97E-16  4.77E-16  2.25E-16  9.17E-17  2.53E-17  9.20E-18
   518       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.76E-40  9.38E-28
             5.78E-22  8.15E-19  5.11E-18  7.60E-18  4.55E-18  2.15E-18  8.76E-19  2.42E-19  8.79E-20
   519       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.51E-40  3.73E-28
             2.29E-22  3.20E-19  2.00E-18  2.98E-18  1.79E-18  8.42E-19  3.44E-19  9.47E-20  3.45E-20
   520       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-40  4.45E-28
             2.73E-22  3.82E-19  2.39E-18  3.55E-18  2.13E-18  1.00E-18  4.09E-19  1.13E-19  4.11E-20
   521       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-41  1.10E-29
             6.72E-24  9.42E-21  5.89E-20  8.77E-20  5.25E-20  2.48E-20  1.01E-20  2.79E-21  1.01E-21
   522       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-41  1.41E-29
             8.66E-24  1.21E-20  7.59E-20  1.13E-19  6.76E-20  3.19E-20  1.30E-20  3.59E-21  1.31E-21
   523       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-43  1.76E-31
             1.08E-25  1.51E-22  9.44E-22  1.40E-21  8.41E-22  3.96E-22  1.62E-22  4.46E-23  1.62E-23
   524       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-43  2.15E-31
             1.32E-25  1.85E-22  1.16E-21  1.72E-21  1.03E-21  4.86E-22  1.98E-22  5.46E-23  1.99E-23
   525       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.00E-39  5.27E-27
             3.22E-21  4.51E-18  2.82E-17  4.19E-17  2.51E-17  1.18E-17  4.83E-18  1.33E-18  4.84E-19
   526       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-38  2.62E-26
             1.59E-20  2.22E-17  1.39E-16  2.06E-16  1.24E-16  5.82E-17  2.38E-17  6.56E-18  2.39E-18
   527       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-38  1.25E-26
             7.66E-21  1.07E-17  6.70E-17  9.96E-17  5.96E-17  2.81E-17  1.15E-17  3.16E-18  1.15E-18
   528       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-40  1.29E-28
             7.95E-23  1.12E-19  7.01E-19  1.04E-18  6.25E-19  2.95E-19  1.20E-19  3.32E-20  1.21E-20
   529       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-40  2.66E-28
             1.63E-22  2.29E-19  1.43E-18  2.13E-18  1.28E-18  6.02E-19  2.46E-19  6.77E-20  2.46E-20
   530       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.20E-40  6.60E-28
             4.05E-22  5.68E-19  3.55E-18  5.29E-18  3.17E-18  1.49E-18  6.09E-19  1.68E-19  6.11E-20
   531       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-40  5.47E-28
             3.36E-22  4.71E-19  2.95E-18  4.38E-18  2.62E-18  1.24E-18  5.05E-19  1.39E-19  5.06E-20
   532       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-38  1.67E-26
             1.03E-20  1.44E-17  9.03E-17  1.34E-16  8.05E-17  3.79E-17  1.55E-17  4.27E-18  1.55E-18
   533       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.11E-42  5.47E-30
             3.37E-24  4.74E-21  2.97E-20  4.41E-20  2.65E-20  1.25E-20  5.09E-21  1.40E-21  5.11E-22
   534       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.28E-42  7.76E-30
             4.77E-24  6.69E-21  4.19E-20  6.23E-20  3.73E-20  1.76E-20  7.18E-21  1.98E-21  7.21E-22
   535       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-41  1.88E-29
             1.15E-23  1.61E-20  1.01E-19  1.50E-19  9.00E-20  4.24E-20  1.73E-20  4.77E-21  1.74E-21
   536       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-41  1.60E-29
             9.84E-24  1.38E-20  8.64E-20  1.29E-19  7.70E-20  3.63E-20  1.48E-20  4.08E-21  1.49E-21
   537       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.01E-44  9.64E-32
             5.93E-26  8.34E-23  5.22E-22  7.77E-22  4.66E-22  2.20E-22  8.96E-23  2.47E-23  8.99E-24
   538       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-43  1.23E-31
             7.59E-26  1.07E-22  6.68E-22  9.94E-22  5.96E-22  2.81E-22  1.15E-22  3.16E-23  1.15E-23
   539       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.49E-40  3.71E-28
             2.28E-22  3.19E-19  2.00E-18  2.97E-18  1.78E-18  8.39E-19  3.42E-19  9.44E-20  3.43E-20
   540       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-43  2.43E-31
             1.49E-25  2.10E-22  1.31E-21  1.95E-21  1.17E-21  5.51E-22  2.25E-22  6.20E-23  2.26E-23
   541       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.62E-43  2.79E-31
             1.71E-25  2.41E-22  1.51E-21  2.24E-21  1.34E-21  6.32E-22  2.58E-22  7.12E-23  2.59E-23
   542       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.58E-40  5.93E-28
             3.63E-22  5.09E-19  3.19E-18  4.74E-18  2.84E-18  1.34E-18  5.46E-19  1.51E-19  5.48E-20
   543       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-43  2.10E-31
             1.29E-25  1.81E-22  1.13E-21  1.69E-21  1.01E-21  4.76E-22  1.94E-22  5.36E-23  1.95E-23
   544       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.39E-43  2.54E-31
             1.56E-25  2.19E-22  1.37E-21  2.03E-21  1.22E-21  5.74E-22  2.34E-22  6.46E-23  2.35E-23
   545       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-41  1.26E-29
             7.71E-24  1.08E-20  6.77E-20  1.01E-19  6.03E-20  2.84E-20  1.16E-20  3.20E-21  1.16E-21
   546       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-41  1.64E-29
             1.00E-23  1.41E-20  8.81E-20  1.31E-19  7.85E-20  3.70E-20  1.51E-20  4.16E-21  1.51E-21
   547       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-38  1.09E-26
             6.65E-21  9.31E-18  5.82E-17  8.66E-17  5.19E-17  2.44E-17  9.97E-18  2.75E-18  1.00E-18
   548       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.50E-39  6.86E-27
             4.20E-21  5.89E-18  3.68E-17  5.48E-17  3.28E-17  1.55E-17  6.31E-18  1.74E-18  6.33E-19
   549       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.55E-39  3.75E-27
             2.30E-21  3.22E-18  2.01E-17  3.00E-17  1.79E-17  8.46E-18  3.45E-18  9.52E-19  3.46E-19
   550       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-39  1.61E-27
             9.89E-22  1.39E-18  8.68E-18  1.29E-17  7.74E-18  3.65E-18  1.49E-18  4.11E-19  1.49E-19
   551       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-38  1.41E-26
             8.60E-21  1.20E-17  7.52E-17  1.12E-16  6.70E-17  3.16E-17  1.29E-17  3.55E-18  1.29E-18
   552       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.58E-39  7.99E-27
             4.88E-21  6.82E-18  4.26E-17  6.34E-17  3.80E-17  1.79E-17  7.30E-18  2.01E-18  7.33E-19
   553       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.26E-40  9.84E-28
             6.03E-22  8.46E-19  5.29E-18  7.87E-18  4.71E-18  2.22E-18  9.07E-19  2.50E-19  9.10E-20
   554       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-40  7.23E-28
             4.44E-22  6.22E-19  3.89E-18  5.79E-18  3.47E-18  1.63E-18  6.67E-19  1.84E-19  6.69E-20
   555       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.53E-40  4.81E-28
             2.95E-22  4.14E-19  2.59E-18  3.85E-18  2.31E-18  1.09E-18  4.44E-19  1.22E-19  4.45E-20
   556       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.06E-40  8.53E-28
             5.22E-22  7.31E-19  4.57E-18  6.80E-18  4.07E-18  1.92E-18  7.83E-19  2.16E-19  7.86E-20
   557       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-39  1.32E-27
             8.08E-22  1.13E-18  7.09E-18  1.06E-17  6.32E-18  2.98E-18  1.22E-18  3.35E-19  1.22E-19
   558       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.30E-38  2.43E-26
             1.48E-20  2.08E-17  1.30E-16  1.93E-16  1.16E-16  5.45E-17  2.22E-17  6.13E-18  2.23E-18
   559       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-40  2.60E-28
             1.60E-22  2.24E-19  1.40E-18  2.08E-18  1.25E-18  5.89E-19  2.40E-19  6.62E-20  2.41E-20
   560       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-41  2.36E-29
             1.45E-23  2.03E-20  1.27E-19  1.89E-19  1.13E-19  5.34E-20  2.18E-20  6.01E-21  2.19E-21
   561       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-41  2.96E-29
             1.82E-23  2.55E-20  1.59E-19  2.37E-19  1.42E-19  6.69E-20  2.73E-20  7.53E-21  2.74E-21
   562       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-41  1.79E-29
             1.10E-23  1.54E-20  9.61E-20  1.43E-19  8.56E-20  4.03E-20  1.65E-20  4.54E-21  1.65E-21
   563       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-41  2.36E-29
             1.45E-23  2.03E-20  1.27E-19  1.88E-19  1.13E-19  5.32E-20  2.17E-20  5.99E-21  2.18E-21
   564       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.75E-43  2.92E-31
             1.79E-25  2.51E-22  1.57E-21  2.34E-21  1.40E-21  6.60E-22  2.69E-22  7.42E-23  2.70E-23
   565       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-43  3.55E-31
             2.18E-25  3.05E-22  1.91E-21  2.84E-21  1.70E-21  8.02E-22  3.27E-22  9.02E-23  3.28E-23
   566       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.62E-43  3.85E-31
             2.36E-25  3.31E-22  2.07E-21  3.08E-21  1.85E-21  8.70E-22  3.55E-22  9.79E-23  3.56E-23
   567       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.23E-43  4.50E-31
             2.76E-25  3.87E-22  2.42E-21  3.60E-21  2.15E-21  1.02E-21  4.14E-22  1.14E-22  4.16E-23
   568       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.97E-40  5.26E-28
             3.22E-22  4.51E-19  2.82E-18  4.19E-18  2.51E-18  1.18E-18  4.83E-19  1.33E-19  4.85E-20
   569       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-43  1.91E-31
             1.17E-25  1.65E-22  1.03E-21  1.53E-21  9.18E-22  4.33E-22  1.77E-22  4.87E-23  1.77E-23
   570       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-43  2.43E-31
             1.49E-25  2.09E-22  1.31E-21  1.95E-21  1.17E-21  5.49E-22  2.24E-22  6.18E-23  2.25E-23
   571       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-41  1.10E-29
             6.75E-24  9.47E-21  5.93E-20  8.82E-20  5.28E-20  2.49E-20  1.02E-20  2.80E-21  1.02E-21
   572       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-41  1.52E-29
             9.35E-24  1.31E-20  8.20E-20  1.22E-19  7.30E-20  3.44E-20  1.40E-20  3.87E-21  1.41E-21
   573       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.25E-41  7.76E-29
             4.78E-23  6.73E-20  4.22E-19  6.27E-19  3.76E-19  1.77E-19  7.23E-20  1.99E-20  7.26E-21
   574       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.31E-43  4.60E-31
             2.83E-25  3.97E-22  2.48E-21  3.69E-21  2.21E-21  1.04E-21  4.26E-22  1.17E-22  4.27E-23
   575       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.86E-43  5.18E-31
             3.19E-25  4.47E-22  2.80E-21  4.16E-21  2.49E-21  1.18E-21  4.80E-22  1.32E-22  4.81E-23
   576       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-41  3.57E-29
             2.19E-23  3.08E-20  1.93E-19  2.87E-19  1.72E-19  8.09E-20  3.30E-20  9.10E-21  3.31E-21
   577       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.95E-41  3.14E-29
             1.93E-23  2.71E-20  1.69E-19  2.52E-19  1.51E-19  7.12E-20  2.91E-20  8.01E-21  2.92E-21
   578       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.73E-44  9.33E-32
             5.75E-26  8.07E-23  5.06E-22  7.52E-22  4.51E-22  2.12E-22  8.67E-23  2.39E-23  8.70E-24
   579       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-43  1.28E-31
             7.86E-26  1.10E-22  6.92E-22  1.03E-21  6.17E-22  2.91E-22  1.19E-22  3.27E-23  1.19E-23
   580       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-39  1.17E-27
             7.17E-22  1.00E-18  6.28E-18  9.34E-18  5.59E-18  2.64E-18  1.08E-18  2.97E-19  1.08E-19
   581       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.50E-39  4.74E-27
             2.90E-21  4.05E-18  2.53E-17  3.76E-17  2.25E-17  1.06E-17  4.34E-18  1.20E-18  4.35E-19
   582       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.53E-42  4.84E-30
             2.98E-24  4.19E-21  2.62E-20  3.90E-20  2.34E-20  1.10E-20  4.50E-21  1.24E-21  4.51E-22
   583       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.39E-42  7.86E-30
             4.83E-24  6.78E-21  4.24E-20  6.31E-20  3.78E-20  1.78E-20  7.27E-21  2.00E-21  7.30E-22
   584       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.98E-40  3.16E-28
             1.93E-22  2.71E-19  1.69E-18  2.52E-18  1.51E-18  7.11E-19  2.90E-19  8.00E-20  2.91E-20

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (1S  0.0)
   ILREP
   -----
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.11E-32  3.90E-22
             1.69E-17  5.27E-15  2.06E-14  2.45E-14  1.29E-14  5.81E-15  2.32E-15  6.32E-16  2.29E-16
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-35  1.23E-24
             2.37E-19  1.65E-16  8.18E-16  1.08E-15  6.05E-16  2.79E-16  1.12E-16  3.08E-17  1.12E-17
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.92E-36  6.17E-25
             1.30E-19  9.58E-17  4.84E-16  6.47E-16  3.63E-16  1.68E-16  6.77E-17  1.86E-17  6.74E-18
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.75E-37  2.53E-26
             5.72E-21  4.41E-18  2.26E-17  3.04E-17  1.72E-17  7.94E-18  3.21E-18  8.79E-19  3.19E-19
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-37  1.68E-25
             5.51E-20  5.30E-17  2.92E-16  4.08E-16  2.36E-16  1.10E-16  4.45E-17  1.22E-17  4.44E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-37  1.21E-25
             4.10E-20  4.03E-17  2.24E-16  3.14E-16  1.81E-16  8.45E-17  3.43E-17  9.42E-18  3.42E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.49E-39  1.87E-27
             6.47E-22  6.45E-19  3.60E-18  5.06E-18  2.93E-18  1.37E-18  5.54E-19  1.52E-19  5.54E-20
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-40  5.25E-29
             1.89E-23  1.92E-20  1.08E-19  1.53E-19  8.86E-20  4.13E-20  1.68E-20  4.61E-21  1.67E-21
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-37  5.22E-26
             2.14E-20  2.36E-17  1.36E-16  1.95E-16  1.14E-16  5.33E-17  2.17E-17  5.96E-18  2.17E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.30E-38  4.10E-26
             1.71E-20  1.91E-17  1.10E-16  1.58E-16  9.25E-17  4.33E-17  1.76E-17  4.84E-18  1.76E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-39  6.60E-28
             2.80E-22  3.15E-19  1.83E-18  2.62E-18  1.54E-18  7.19E-19  2.92E-19  8.04E-20  2.92E-20
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-41  3.03E-29
             1.31E-23  1.48E-20  8.62E-20  1.24E-19  7.26E-20  3.40E-20  1.38E-20  3.80E-21  1.38E-21
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-43  1.15E-31
             4.94E-26  5.60E-23  3.26E-22  4.68E-22  2.75E-22  1.29E-22  5.23E-23  1.44E-23  5.23E-24
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.83E-38  2.31E-26
             1.07E-20  1.26E-17  7.46E-17  1.08E-16  6.35E-17  2.97E-17  1.21E-17  3.33E-18  1.21E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.08E-38  1.89E-26
             8.82E-21  1.05E-17  6.21E-17  8.99E-17  5.30E-17  2.48E-17  1.01E-17  2.78E-18  1.01E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.42E-40  3.40E-28
             1.60E-22  1.91E-19  1.13E-18  1.64E-18  9.69E-19  4.54E-19  1.85E-19  5.09E-20  1.85E-20
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.80E-41  1.78E-29
             8.44E-24  1.01E-20  6.03E-20  8.73E-20  5.15E-20  2.42E-20  9.83E-21  2.71E-21  9.85E-22
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-43  1.03E-31
             4.89E-26  5.88E-23  3.50E-22  5.07E-22  2.99E-22  1.40E-22  5.70E-23  1.57E-23  5.71E-24
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-46  1.56E-34
             7.40E-29  8.89E-26  5.28E-25  7.66E-25  4.52E-25  2.12E-25  8.62E-26  2.37E-26  8.63E-27
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-38  1.24E-26
             6.13E-21  7.55E-18  4.52E-17  6.58E-17  3.89E-17  1.83E-17  7.44E-18  2.05E-18  7.45E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-38  1.04E-26
             5.17E-21  6.39E-18  3.83E-17  5.58E-17  3.30E-17  1.55E-17  6.31E-18  1.74E-18  6.32E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.82E-40  2.00E-28
             1.00E-22  1.24E-19  7.45E-19  1.09E-18  6.43E-19  3.02E-19  1.23E-19  3.38E-20  1.23E-20
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-41  1.12E-29
             5.61E-24  6.98E-21  4.20E-20  6.12E-20  3.62E-20  1.70E-20  6.93E-21  1.91E-21  6.94E-22
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-43  7.82E-32
             3.93E-26  4.89E-23  2.94E-22  4.29E-22  2.54E-22  1.19E-22  4.85E-23  1.34E-23  4.86E-24
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.64E-46  1.89E-34
             9.49E-29  1.18E-25  7.10E-25  1.04E-24  6.13E-25  2.88E-25  1.17E-25  3.23E-26  1.17E-26
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.90E-39  7.47E-27
             3.86E-21  4.88E-18  2.95E-17  4.31E-17  2.56E-17  1.20E-17  4.89E-18  1.35E-18  4.90E-19
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.36E-39  6.36E-27
             3.30E-21  4.18E-18  2.53E-17  3.70E-17  2.19E-17  1.03E-17  4.20E-18  1.16E-18  4.21E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-40  1.28E-28
             6.65E-23  8.45E-20  5.12E-19  7.49E-19  4.44E-19  2.09E-19  8.50E-20  2.34E-20  8.52E-21
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.64E-42  7.43E-30
             3.88E-24  4.94E-21  2.99E-20  4.38E-20  2.60E-20  1.22E-20  4.97E-21  1.37E-21  4.98E-22
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.49E-44  5.78E-32
             3.02E-26  3.84E-23  2.33E-22  3.41E-22  2.02E-22  9.50E-23  3.87E-23  1.07E-23  3.88E-24
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-46  1.73E-34
             9.06E-29  1.15E-25  6.98E-25  1.02E-24  6.06E-25  2.85E-25  1.16E-25  3.20E-26  1.16E-26
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.10E-39  4.88E-27
             2.60E-21  3.34E-18  2.03E-17  2.98E-17  1.77E-17  8.31E-18  3.39E-18  9.34E-19  3.40E-19
